,TP Sex ratio (males per 100 females),TP18 Sex ratio (males per 100 females),TP65 Sex ratio (males per 100 females),One Race White,One Race Black or African American,One Race American Indian and Alaska Native,One Race Asian,One Race Asian Indian,One Race Chinese,One Race Filipino,One Race Japanese,One Race Korean,One Race Vietnamese,One Race Other Asian,One Race Native Hawaiian and Other Pacific Islander,One Race Some other race,Two Plus White and Black or African American,Two Plus White and American Indian and Alaska Native,Two Plus White and Asian,Two Plus Black or African American and American Indian and Alaska Native,        Hispanic or Latino (of any race),Latino - Mexican,Latino - Puerto Rican,Latino - Cuban,            Other Hispanic or Latino,"Citizen, 18 and over population",CVAP Male,CVAP Female
"Congressional District 48 (116th Congress), California!!2019 Estimate",96.3,94.3,80.6,424241.992989,9564.231726000000,2732.637636,133899.244164,8197.912908,18445.304043,10930.550544,9564.231726000000,6148.434681000000,71731.737945,8197.912908,3415.797045,76513.85380800000,211.19754600000000,211.19754600000000,703.9918200000000,35.199591,154447.185,122121.03000000000,2155.077,2155.077,27297.642,513819.0,247660.75800000000,266158.242
"Congressional District 49 (116th Congress), California!!2019 Estimate",97.9,96.9,79.7,555880.5792280000,15862.597174000000,6207.103242,47587.791522,5517.425104,11034.850208,13103.884622000000,2758.712552,4138.0688280000000,5517.425104,4138.0688280000000,3448.3906900000000,21380.022278000000,333.502896,208.43931,917.1329640000000,41.687862,203319.74800000000,175527.84,6582.294000000000,2194.098,19015.516000000000,519217.0,255973.981,263243.01900000000
"Congressional District 50 (116th Congress), California!!2019 Estimate",101.6,99.7,79.0,562168.3581360000,19262.113794,7134.11622,42091.285698,2853.646488,5707.292976,22829.171904,1426.823244,1426.823244,4280.469732,4280.469732,2140.234866,39237.63921,313.112646,402.5734020000000,849.8771820000000,44.730378,244121.72400000000,216828.61200000000,4548.852,758.142,21986.118,524595.0,264920.475,259674.525
"Congressional District 51 (116th Congress), California!!2019 Estimate",105.0,105.9,76.9,488670.445035,47083.575726000000,7133.87511,54930.838347,713.3875110000000,2140.1625330000000,30675.662973000000,713.3875110000000,2140.1625330000000,8560.650132000000,8560.650132000000,4280.325066000000,84893.113809,82.22846700000000,109.63795600000000,219.27591200000000,54.81897800000000,528188.2610000000,506705.14800000000,5926.376,740.797,14075.143,443525.0,233737.67500000000,209787.32500000000
"Congressional District 52 (116th Congress), California!!2019 Estimate",102.9,102.7,86.0,478315.57989600000,21610.643670000000,2161.064367,149113.44132300000,25932.772404000000,38899.158606000000,34577.029872,6483.193101000000,12966.386202000000,20890.288881000000,9364.612257,1440.709578,23051.353248,327.5734770000000,233.98105500000000,1263.497697,46.796211,110469.744,80550.855,5370.057,2301.453,21480.228,560713.0,284842.204,275870.79600000000
"Congressional District 53 (116th Congress), California!!2019 Estimate",98.6,95.8,78.8,460757.509047,59523.697341,4409.162766,110963.929611,5144.023227,9553.185993000000,66872.301951,4409.162766,3674.302305,10288.046454,11022.906915,2939.441844,52175.092731,572.8624680000000,286.43123400000000,907.0322410000000,95.47707800000000,264518.462,229301.50700000000,9391.188,1565.198,23477.970000000000,564095.0,279227.025,284867.975
"Congressional District 1 (116th Congress), Colorado!!2019 Estimate",100.0,99.8,78.2,639334.8348,63526.26384000000,4886.635680000000,27690.93552,3257.7571200000000,4072.1964,3257.7571200000000,2443.3178400000000,3257.7571200000000,5701.074960000000,6515.5142400000000,814.4392800000000,41536.40328000000,383.7672,268.63704000000000,383.7672,76.75344,231113.13600000000,179944.176,5116.896,1705.632,44346.432,635916.0,316686.168,319229.832
"Congressional District 2 (116th Congress), Colorado!!2019 Estimate",102.3,101.5,88.2,721049.51835,7985.044500000000,5589.53115,28746.160200000000,4791.0267,11179.0623,2395.51335,2395.51335,1597.0089000000000,1597.0089000000000,4791.0267,798.5044500000000,10380.557850000000,178.81885000000000,153.2733,306.5466,0.0,90645.5,61803.75,4944.3,2472.15,21425.300000000000,639136.0,321485.408,317650.59200000000
"Congressional District 3 (116th Congress), Colorado!!2019 Estimate",101.5,100.0,90.7,658846.765115,6625.274733000000,16195.116014000000,8097.5580070000000,736.1416370000000,2944.5665480000000,2208.424911,736.1416370000000,736.1416370000000,0.0,1472.2832740000000,736.1416370000000,25028.815658000000,122.56417800000000,183.84626700000000,81.70945200000000,20.427363000000000,189142.25,122564.178,3026.276,2269.707,60525.520000000000,571465.0,285732.5,285732.5
"Congressional District 4 (116th Congress), Colorado!!2019 Estimate",102.2,101.0,82.1,748832.32782,13462.154208000000,7572.461742000000,18510.462036,5048.307828,4206.92319,2524.153914,841.3846380000000,1682.7692760000000,1682.7692760000000,3365.5385520000000,841.3846380000000,24400.154502000000,134.58681,296.09098200000000,215.338896,0.0,194499.648,151084.54800000000,3473.208,868.302,38205.288,618377.0,309806.877,308570.123
"Congressional District 5 (116th Congress), Colorado!!2019 Estimate",104.8,105.2,85.4,623662.84364,46311.597300000000,7718.59955,20068.35883,771.859955,3087.43982,6174.87964,771.859955,5403.019685000000,771.859955,3087.43982,2315.5798650000000,27015.098425,677.53063,483.95045000000000,629.1355850000000,0.0,136982.585,76283.71500000000,15584.845,3281.02,41833.005,618627.0,318592.905,300034.095
"Congressional District 6 (116th Congress), Colorado!!2019 Estimate",100.4,98.0,81.1,579568.434192,77592.495288,5542.321092000000,49880.889828,9501.121872,7125.841404000000,4750.560936,1583.5203120000000,7917.60156,5542.321092000000,12668.162496000000,1583.5203120000000,43546.80858,364.40844000000000,291.52675200000000,437.29012800000000,0.0,173922.21,137481.366,4969.206,828.201,30643.437000000000,569294.0,282939.118,286354.882
"Congressional District 7 (116th Congress), Colorado!!2019 Estimate",101.4,99.6,81.6,659423.41451,13898.85417,6949.427085,27025.549775,3088.63426,5405.109955000000,1544.31713,1544.31713,2316.475695,6949.427085,6177.26852,772.158565,29342.025470000000,218.30661000000000,618.535395,327.459915,72.76887000000000,240137.27100000000,190816.14800000000,4851.258,808.543,43661.32200000000,591395.0,293923.315,297471.685
"Congressional District 1 (116th Congress), Connecticut!!2019 Estimate",92.3,90.0,75.3,454798.096056,102631.428756,2012.380956,37564.444512000000,19453.015908000000,5366.3492160000000,2012.380956,670.7936520000000,2012.380956,2683.1746080000000,4695.555564000000,670.7936520000000,42260.000076000000,808.6087,97.03304400000000,194.06608800000000,64.688696,120939.73600000000,7031.38,82970.284,2812.552,28828.658000000000,519263.0,244053.61,275209.39
"Congressional District 2 (116th Congress), Connecticut!!2019 Estimate",100.5,98.8,83.5,586627.4626,29263.318900000000,2722.1692,25860.607400000000,5444.3384,10888.6768,4083.2538000000000,0.0,680.5423,1361.0846,3402.7115,0.0,16333.015200000000,210.477,126.28620000000000,105.2385,21.047700000000000,63143.1,9822.260000000000,32273.14,1403.18,19644.520000000000,548326.0,271969.696,276356.304
"Congressional District 3 (116th Congress), Connecticut!!2019 Estimate",92.6,90.6,77.2,496934.54668000000,107727.06956000000,1390.0267040000000,29190.560784,7645.146872,8340.160224,3475.0667600000000,695.0133520000000,2085.040056,1390.0267040000000,6255.120168,0.0,37530.721008,229.75648,91.90259200000000,114.87824,68.926944,119904.16300000000,12923.802000000000,67490.966,2871.956,36617.439,545247.0,258447.07800000000,286799.922
"Congressional District 4 (116th Congress), Connecticut!!2019 Estimate",94.8,92.5,80.7,514179.244476,88185.65188800000,711.1746120000000,39114.60366000000,14934.666852000000,9245.269956000000,3555.8730600000000,1422.3492240000000,2844.6984480000000,1422.3492240000000,5689.396896000000,711.1746120000000,43381.651332,292.14226800000000,53.11677600000000,239.02549200000000,26.558388000000000,153448.464,18443.325,45001.713000000000,4426.398,85577.02800000000,487562.0,229154.14000000000,258407.86000000000
"Congressional District 5 (116th Congress), Connecticut!!2019 Estimate",99.0,95.4,73.8,510333.7056650000,54075.09464000000,1351.8773660000000,28389.424686000000,11490.957611000000,7435.325513000000,2027.8160490000000,675.9386830000000,3379.6934150000000,675.9386830000000,4055.6320980000000,0.0,54075.09464000000,433.4747550000000,28.898317000000000,202.28821900000000,28.898317000000000,143081.91100000000,14096.74,74712.722,3524.185,50748.264,519076.0,250713.70800000000,268362.292
"Congressional District (at Large) (116th Congress), Delaware!!2019 Estimate",93.4,91.1,81.5,638801.8429320000,212304.89610000000,3774.3092640000000,35855.938008000000,15097.237056000000,8492.195844000000,2830.7319480000000,943.5773160000000,1887.1546320000000,1887.1546320000000,3774.3092640000000,0.0,22645.855584000000,452.80026,90.560052,181.120104,0.0,93481.344,37976.796,27265.392000000000,973.764,28239.156,725178.0,344459.55,380718.45
"Delegate District (at Large) (116th Congress), District of Columbia!!2019 Estimate",90.0,87.4,70.0,290045.195275,309836.51448200000,2047.3778490000000,27980.830603,8871.970679000000,6824.5928300000000,2047.3778490000000,682.459283,3412.2964150000000,2729.837132,2729.837132,0.0,30028.208452000000,256.186887,23.289717,232.89717000000000,69.869151,79749.637,9174.737000000000,8468.988,2117.247,59988.665,536768.0,249060.35200000000,287707.64800000000
"Congressional District 1 (116th Congress), Florida!!2019 Estimate",101.0,100.0,80.4,576360.2439,97317.371025,3017.5929,18105.5574,754.398225,1508.79645,7543.98225,754.398225,754.398225,3771.991125,3017.5929,754.398225,17351.159175,746.4151750000000,482.9745250000000,482.9745250000000,43.906775,55083.045000000000,17562.710000000000,13571.185000000000,4789.83,19159.32,606302.0,303757.302,302544.698
"Congressional District 2 (116th Congress), Florida!!2019 Estimate",100.4,100.5,87.6,570639.1509,88547.45445000000,1405.51515,14055.1515,4216.54545,2108.272725,2108.272725,0.0,702.757575,1405.51515,3513.787875,1405.51515,9135.848475,162.174825,144.1554,54.058275,0.0,47571.282,13694.763000000000,11532.432,5045.439000000000,17298.648,561491.0,281306.991,280184.009
"Congressional District 3 (116th Congress), Florida!!2019 Estimate",97.8,96.2,86.9,547651.900278,120234.15213600000,2199.4052220000000,24193.457442000000,5131.9455180000000,4398.810444000000,5865.080592,733.135074,2932.540296,2932.540296,2199.4052220000000,1466.270148,13196.431332000000,309.64711200000000,154.82355600000000,232.23533400000000,0.0,86519.046,15178.78,28839.682,12901.963000000000,28839.682,579748.0,284076.52,295671.48
"Congressional District 4 (116th Congress), Florida!!2019 Estimate",95.5,92.9,83.7,640873.7793,79806.92346,3224.5221600000000,37082.00484,9673.566480000000,4030.6527,10479.697020000000,806.1305400000000,806.1305400000000,4030.6527,6449.044320000000,806.1305400000000,15316.48026,270.94014000000000,90.31338000000000,391.35798000000000,0.0,72752.44500000000,13379.76,18397.170000000000,14215.995,26759.52,625074.0,300035.52000000000,325038.48000000000
"Congressional District 5 (116th Congress), Florida!!2019 Estimate",96.1,94.5,71.8,321222.80322000000,339990.877116,2887.3959840000000,17324.375904000000,1443.6979920000000,2165.5469880000000,8662.187952000000,0.0,721.8489960000000,1443.6979920000000,2165.5469880000000,0.0,20211.771888000000,249.52804800000000,41.588008000000000,83.17601600000000,20.794004000000000,72036.37100000000,17823.432,22279.29,9654.359,22279.29,553978.0,267571.374,286406.626
"Congressional District 6 (116th Congress), Florida!!2019 Estimate",93.2,92.2,84.5,614242.819125,84005.605125,1541.38725,14643.178875,4624.16175,770.693625,2312.080875,0.0,770.693625,3853.468125,1541.38725,770.693625,36222.600375,237.1365,79.0455,59.284125,0.0,105920.97,23713.650000000000,46636.845,8695.005000000000,26875.47,630741.0,304647.903,326093.097
"Congressional District 7 (116th Congress), Florida!!2019 Estimate",93.5,91.3,75.0,584804.3836200000,91796.08728000000,3165.3823200000000,40358.624580000000,13452.87486,7122.1102200000000,4748.07348,791.3455800000000,791.3455800000000,9496.14696,3956.7279,791.3455800000000,47480.7348,259.97862000000000,94.53768,165.44094000000000,0.0,217599.66,18744.54,103502.46,21189.480000000000,74163.18,609432.0,290089.63200000000,319342.368
"Congressional District 8 (116th Congress), Florida!!2019 Estimate",95.6,93.1,84.4,621326.755296,67535.51688000000,1500.7892640000000,16508.681904000000,4502.367792000000,6003.157056000000,3001.5785280000000,750.3946320000000,750.3946320000000,2251.1838960000000,750.3946320000000,750.3946320000000,13507.103376000000,503.903256,177.848208,207.48957600000000,29.641368,92044.248,18720.864,35881.656,10920.504000000000,26521.224000000000,615259.0,296554.83800000000,318704.162
"Congressional District 9 (116th Congress), Florida!!2019 Estimate",98.4,94.0,81.7,668897.7216000000,118412.97504,3615.66336,27117.475200000000,6327.410880000000,4519.5792,9039.1584,0.0,0.0,3615.66336,3615.66336,903.91584,57850.61376,307.51776,55.91232,223.64928,0.0,410023.68,29819.904000000000,228308.64000000000,18637.44,133257.69600000000,641755.0,313176.44,328578.56
"Congressional District 10 (116th Congress), Florida!!2019 Estimate",95.1,94.1,81.5,421869.49725200000,229615.31677,1556.7140120000000,40474.56431200000,18680.568144,7005.213054000000,4670.142036,778.3570060000000,1556.7140120000000,7005.213054000000,778.3570060000000,0.0,53706.63341400000,399.32392800000000,99.83098200000000,232.93895800000000,66.553988,231315.69000000000,30842.092,77916.864,20290.850000000000,103077.518,535381.0,259124.40400000000,276256.596
"Congressional District 11 (116th Congress), Florida!!2019 Estimate",94.3,91.8,87.5,685758.333,58666.03080000000,3171.1368000000000,11891.763000000000,2378.3526000000000,1585.5684000000000,3171.1368000000000,792.7842000000000,792.7842000000000,2378.3526000000000,792.7842000000000,0.0,14270.115600000000,142.2946,81.31120000000000,101.63900000000000,0.0,95947.216,18701.576,43094.936,11383.568,23580.248,669669.0,318762.444,350906.55600000000
"Congressional District 12 (116th Congress), Florida!!2019 Estimate",92.5,89.4,78.9,675653.24586,43060.172100000000,2348.73666,23487.366600000000,7829.1222,4697.47332,3914.5611,0.0,782.9122200000000,3131.6488800000000,3131.6488800000000,782.9122200000000,10177.85886,397.54092000000000,141.9789,170.37468,0.0,113583.12000000000,21905.316000000000,42188.016,16226.16,33263.628,625818.0,295386.096,330431.90400000000
"Congressional District 13 (116th Congress), Florida!!2019 Estimate",94.4,92.5,85.6,555918.870006,85254.985134,1409.173308,24660.532890000000,4227.519924,2113.759962,2818.346616,704.586654,2818.346616,7750.453194000000,4932.106578000000,704.586654,10568.799810000000,378.998844,108.28538400000000,189.499422,0.0,79019.06400000000,14633.16,21949.740000000000,15364.818000000000,28534.662,585038.0,279648.164,305389.836
"Congressional District 14 (116th Congress), Florida!!2019 Estimate",99.6,96.1,85.5,547027.493992,151509.07268,797.4161720000000,35086.311568000000,16745.739612,5581.9132040000000,1594.8323440000000,0.0,797.4161720000000,4784.497032,4784.497032,797.4161720000000,29504.398364000000,511.3774200000000,68.18365600000000,306.82645200000000,0.0,273566.132,30765.796000000000,69015.164,90634.372,83150.8,571062.0,277536.132,293525.868
"Congressional District 15 (116th Congress), Florida!!2019 Estimate",93.9,91.8,76.5,576760.2030840000,110044.910196,3902.3017800000000,24974.731392,8585.063916000000,2341.381068,5463.222492,0.0,780.460356,3902.3017800000000,3902.3017800000000,1560.920712,42925.31958,187.50279600000000,83.334576,83.334576,20.833644,190707.972,50481.522,64103.520000000000,21634.938000000000,54487.992000000000,580626.0,276958.602,303667.398
"Congressional District 16 (116th Congress), Florida!!2019 Estimate",91.9,89.8,81.4,701803.76925,82816.25987500000,1707.55175,18783.06925,4268.879375,3415.1035,4268.879375,0.0,853.775875,3415.1035,853.775875,0.0,29028.379750000000,200.99125,80.3965,100.495625,0.0,154675.875,71657.75000000000,29711.750000000000,19225.250000000000,34081.125,665073.0,313914.456,351158.544
